user_id,signup_date,plan_type,channel
961,2023-02-28,free,referral
962,2023-01-26,free,referral
963,2023-02-07,free,referral
964,2023-02-06,free,doctor
965,2023-02-12,free,ads
966,2023-01-02,free,doctor
967,2023-01-06,premium,doctor
968,2023-02-11,free,organic
969,2023-01-28,free,doctor
970,2023-01-09,free,referral
971,2023-02-25,free,referral
972,2023-01-30,premium,organic
973,2023-01-12,premium,organic
974,2023-01-04,free,organic
975,2023-01-17,free,organic
976,2023-01-25,free,organic
977,2023-01-21,free,doctor
978,2023-01-14,free,organic
979,2023-01-30,free,doctor
980,2023-01-21,free,ads
981,2023-01-22,free,organic
982,2023-02-18,premium,organic
983,2023-02-26,free,doctor
984,2023-01-25,free,ads
985,2023-01-18,premium,doctor
986,2023-02-18,free,doctor
987,2023-03-02,free,organic
988,2023-02-23,free,referral
989,2023-01-27,free,referral
990,2023-01-17,premium,doctor
991,2023-02-23,premium,organic
992,2023-01-06,free,ads
993,2023-01-31,free,referral
994,2023-01-02,free,ads
995,2023-02-17,free,referral
996,2023-02-04,free,organic
997,2023-01-04,premium,doctor
998,2023-03-02,free,ads
999,2023-01-23,premium,ads
1000,2023-01-15,free,doctor
1001,2023-02-11,free,ads
1002,2023-01-05,free,referral
1003,2023-02-19,premium,doctor
1004,2023-02-11,premium,referral
1005,2023-01-03,premium,referral
1006,2023-02-18,free,organic
1007,2023-01-02,free,referral
1008,2023-03-02,premium,organic
1009,2023-01-16,free,ads
1010,2023-01-13,free,ads
1011,2023-02-23,free,organic
1012,2023-01-02,premium,referral
1013,2023-02-09,premium,doctor
1014,2023-01-10,free,doctor
1015,2023-01-16,premium,organic
1016,2023-01-09,premium,ads
1017,2023-01-31,free,ads
1018,2023-02-12,free,doctor
1019,2023-01-08,premium,organic
1020,2023-02-06,free,doctor
1021,2023-03-02,free,referral
1022,2023-01-14,free,referral
1023,2023-01-30,premium,organic
1024,2023-02-14,premium,organic
1025,2023-01-17,premium,referral
1026,2023-02-19,free,ads
1027,2023-01-24,premium,organic
1028,2023-01-11,premium,referral
1029,2023-02-08,free,referral
1030,2023-02-08,premium,ads
1031,2023-02-17,free,ads
1032,2023-02-15,free,ads
1033,2023-01-08,free,ads
1034,2023-02-19,free,doctor
1035,2023-02-22,free,ads
1036,2023-01-11,free,doctor
1037,2023-01-20,free,organic
1038,2023-01-07,premium,referral
1039,2023-02-07,free,doctor
1040,2023-01-02,free,organic
1041,2023-03-01,free,organic
1042,2023-01-20,premium,doctor
1043,2023-02-06,free,organic
1044,2023-02-13,free,organic
1045,2023-02-28,premium,doctor
1046,2023-01-25,free,organic
1047,2023-01-26,free,ads
1048,2023-03-02,free,ads
1049,2023-02-15,premium,referral
1050,2023-01-13,free,organic
1051,2023-01-05,premium,referral
1052,2023-02-07,free,ads
1053,2023-02-14,premium,ads
1054,2023-02-23,premium,ads
1055,2023-02-10,premium,organic
1056,2023-01-16,free,organic
1057,2023-01-07,premium,ads
1058,2023-02-14,free,referral
1059,2023-02-19,free,referral
1060,2023-01-20,free,doctor
1061,2023-02-24,premium,ads
1062,2023-02-13,premium,referral
1063,2023-02-08,premium,ads
1064,2023-02-21,free,referral
1065,2023-01-08,free,doctor
1066,2023-02-20,premium,doctor
1067,2023-02-06,free,ads
1068,2023-02-20,free,referral
1069,2023-01-03,free,organic
1070,2023-01-23,free,doctor
1071,2023-02-04,free,ads
1072,2023-01-28,free,ads
1073,2023-02-12,free,referral
1074,2023-01-24,free,ads
1075,2023-01-05,premium,doctor
1076,2023-02-02,free,ads
1077,2023-02-11,free,ads
1078,2023-01-22,free,organic
1079,2023-01-01,free,organic
1080,2023-02-24,premium,doctor
1081,2023-01-27,premium,referral
1082,2023-02-22,free,organic
1083,2023-02-01,free,referral
1084,2023-01-07,premium,doctor
1085,2023-01-28,premium,organic
1086,2023-01-24,free,referral
1087,2023-02-10,free,organic
1088,2023-02-27,free,doctor
1089,2023-02-23,premium,doctor
1090,2023-01-30,free,organic
1091,2023-02-15,premium,referral
1092,2023-01-10,free,ads
1093,2023-01-28,free,ads
1094,2023-01-12,free,organic
1095,2023-02-16,free,referral
1096,2023-02-03,free,ads
1097,2023-02-11,free,doctor
1098,2023-01-18,free,referral
1099,2023-02-09,premium,ads
1100,2023-02-21,free,referral
1101,2023-02-28,free,organic
1102,2023-02-04,premium,referral
1103,2023-02-19,premium,ads
1104,2023-01-31,premium,organic
1105,2023-01-30,premium,referral
1106,2023-01-28,free,doctor
1107,2023-02-22,free,ads
1108,2023-02-16,premium,organic
1109,2023-02-07,free,referral
1110,2023-01-18,free,doctor
1111,2023-01-21,premium,ads
1112,2023-02-24,free,doctor
1113,2023-01-16,free,referral
1114,2023-02-23,free,referral
1115,2023-03-01,free,organic
1116,2023-01-06,free,doctor
1117,2023-01-18,free,organic
1118,2023-02-26,premium,ads
1119,2023-01-29,free,organic
1120,2023-01-16,free,ads
1121,2023-02-18,premium,referral
1122,2023-01-30,premium,referral
1123,2023-02-06,premium,doctor
1124,2023-02-09,premium,ads
1125,2023-02-12,free,referral
1126,2023-01-25,free,doctor
1127,2023-01-22,free,doctor
1128,2023-01-02,free,organic
1129,2023-02-01,free,doctor
1130,2023-02-24,free,referral
1131,2023-01-21,premium,organic
1132,2023-01-12,free,ads
1133,2023-02-01,free,ads
1134,2023-01-14,free,referral
1135,2023-01-23,free,referral
1136,2023-02-21,free,organic
1137,2023-01-17,premium,organic
1138,2023-01-22,free,referral
1139,2023-01-18,free,referral
1140,2023-02-26,free,ads
1141,2023-02-08,premium,ads
1142,2023-02-14,free,ads
1143,2023-02-26,free,referral
1144,2023-01-18,free,doctor
1145,2023-02-05,free,referral
1146,2023-01-01,premium,referral
1147,2023-02-03,premium,ads
1148,2023-03-02,free,referral
1149,2023-01-13,premium,organic
1150,2023-01-06,premium,referral
1151,2023-01-16,premium,referral
1152,2023-02-16,premium,referral
1153,2023-01-27,free,referral
1154,2023-02-01,free,doctor
1155,2023-02-05,free,referral
1156,2023-02-18,premium,organic
1157,2023-01-16,free,organic
1158,2023-02-14,premium,referral
1159,2023-01-31,premium,ads
1160,2023-02-11,free,doctor
1161,2023-02-15,premium,referral
1162,2023-02-01,free,referral
1163,2023-01-29,free,referral
1164,2023-02-20,premium,ads
1165,2023-01-02,free,ads
1166,2023-01-06,premium,ads
1167,2023-01-19,premium,doctor
1168,2023-01-15,free,organic
1169,2023-01-26,free,doctor
1170,2023-02-14,free,ads
1171,2023-01-16,free,organic
1172,2023-01-20,premium,organic
1173,2023-02-12,free,ads
1174,2023-02-07,free,ads
1175,2023-01-24,free,doctor
1176,2023-01-31,free,ads
1177,2023-02-05,premium,organic
1178,2023-02-03,free,referral
1179,2023-01-23,premium,ads
1180,2023-01-28,free,ads
1181,2023-02-17,premium,doctor
1182,2023-02-05,free,doctor
1183,2023-01-22,free,ads
1184,2023-01-23,premium,organic
1185,2023-02-14,free,organic
1186,2023-01-30,premium,referral
1187,2023-01-18,free,ads
1188,2023-01-20,free,doctor
1189,2023-01-17,free,organic
1190,2023-01-15,premium,referral
1191,2023-01-08,free,ads
1192,2023-02-16,free,organic
1193,2023-01-13,free,ads
1194,2023-01-21,free,ads
1195,2023-01-08,free,organic
1196,2023-02-17,premium,organic
1197,2023-02-04,premium,organic
1198,2023-03-02,premium,ads
1199,2023-02-18,premium,ads
1200,2023-02-14,free,referral
1201,2023-01-12,premium,doctor
1202,2023-01-13,free,ads
1203,2023-01-14,free,doctor
1204,2023-02-17,free,organic
1205,2023-01-31,free,ads
1206,2023-01-18,premium,referral
1207,2023-02-16,free,referral
1208,2023-02-07,free,doctor
1209,2023-02-18,free,organic
1210,2023-02-03,premium,doctor
1211,2023-02-08,free,organic
1212,2023-01-19,free,referral
1213,2023-01-07,free,doctor
1214,2023-02-23,premium,referral
1215,2023-01-13,free,referral
1216,2023-01-19,free,organic
1217,2023-01-15,free,doctor
1218,2023-01-24,free,doctor
1219,2023-01-12,free,referral
1220,2023-01-20,free,referral
1221,2023-01-01,premium,organic
1222,2023-02-15,free,ads
1223,2023-02-04,free,ads
1224,2023-01-09,premium,referral
1225,2023-01-18,free,ads
1226,2023-01-03,free,ads
1227,2023-01-04,free,ads
1228,2023-02-05,free,ads
1229,2023-01-19,premium,referral
1230,2023-02-14,free,ads
1231,2023-03-02,premium,ads
1232,2023-01-09,free,organic
1233,2023-02-10,free,referral
1234,2023-02-25,free,doctor
1235,2023-02-18,free,doctor
1236,2023-02-01,free,organic
1237,2023-01-07,premium,organic
1238,2023-02-25,free,referral
1239,2023-01-01,premium,doctor
1240,2023-02-06,free,ads
1241,2023-01-19,premium,organic
1242,2023-01-31,premium,doctor
1243,2023-01-31,premium,referral
1244,2023-01-29,premium,ads
1245,2023-01-22,premium,referral
1246,2023-01-12,free,organic
1247,2023-01-04,free,doctor
1248,2023-01-17,free,doctor
1249,2023-03-02,premium,doctor
1250,2023-02-25,free,doctor
1251,2023-01-31,premium,ads
1252,2023-01-08,free,ads
1253,2023-02-22,free,referral
1254,2023-01-05,free,ads
1255,2023-01-26,free,organic
1256,2023-02-01,free,organic
1257,2023-01-05,free,doctor
1258,2023-02-06,free,organic
1259,2023-02-10,free,referral
1260,2023-02-13,free,ads
1261,2023-01-04,free,ads
1262,2023-01-10,premium,ads
1263,2023-01-10,free,organic
1264,2023-02-21,free,ads
1265,2023-02-06,free,doctor
1266,2023-03-02,free,doctor
1267,2023-01-20,free,doctor
1268,2023-01-06,free,organic
1269,2023-01-16,free,ads
1270,2023-01-08,free,organic
1271,2023-02-05,free,ads
1272,2023-02-18,premium,referral
1273,2023-01-27,premium,referral
1274,2023-02-08,free,organic
1275,2023-02-08,free,doctor
1276,2023-02-20,free,organic
1277,2023-02-09,free,doctor
1278,2023-01-15,premium,ads
1279,2023-02-19,free,doctor
1280,2023-02-03,free,doctor
1281,2023-01-25,free,ads
1282,2023-01-29,premium,referral
1283,2023-02-28,free,ads
1284,2023-01-29,free,organic
1285,2023-01-20,free,organic
1286,2023-02-25,free,organic
1287,2023-02-07,free,organic
1288,2023-01-28,free,organic
1289,2023-01-20,free,referral
1290,2023-02-06,free,referral
1291,2023-02-09,free,doctor
1292,2023-01-04,free,organic
1293,2023-02-09,free,ads
1294,2023-02-17,free,organic
1295,2023-01-07,premium,referral
1296,2023-03-02,free,organic
1297,2023-02-18,free,referral
1298,2023-01-14,free,doctor
1299,2023-02-10,free,doctor
1300,2023-01-14,premium,doctor
1301,2023-01-17,free,referral
1302,2023-02-12,premium,organic
1303,2023-01-06,free,organic
1304,2023-01-11,free,ads
1305,2023-01-16,premium,referral
1306,2023-01-12,premium,ads
1307,2023-02-05,premium,doctor
1308,2023-01-05,premium,organic
1309,2023-01-11,free,referral
1310,2023-01-01,premium,ads
1311,2023-01-27,free,ads
1312,2023-01-29,premium,ads
1313,2023-02-14,free,organic
1314,2023-02-08,premium,organic
1315,2023-01-31,free,organic
1316,2023-01-19,free,referral
1317,2023-01-03,free,organic
1318,2023-01-15,premium,referral
1319,2023-01-19,free,ads
1320,2023-02-15,free,ads
1321,2023-01-19,free,doctor
1322,2023-02-14,free,organic
1323,2023-02-25,premium,ads
1324,2023-01-30,free,organic
1325,2023-01-05,premium,referral
1326,2023-02-13,free,ads
1327,2023-01-15,free,organic
1328,2023-03-01,premium,ads
1329,2023-01-17,free,ads
1330,2023-02-20,free,organic
1331,2023-02-20,free,ads
1332,2023-02-10,premium,ads
1333,2023-02-07,free,ads
1334,2023-02-12,premium,ads
1335,2023-02-21,premium,referral
1336,2023-03-01,free,ads
1337,2023-01-13,free,doctor
1338,2023-01-28,free,ads
1339,2023-01-08,free,organic
1340,2023-02-04,free,doctor
1341,2023-01-15,free,referral
1342,2023-02-11,free,doctor
1343,2023-01-10,premium,doctor
1344,2023-02-28,premium,doctor
1345,2023-01-18,premium,organic
1346,2023-02-22,free,organic
1347,2023-01-10,free,organic
1348,2023-01-05,free,referral
1349,2023-01-04,premium,organic
1350,2023-01-11,free,organic
1351,2023-02-20,premium,doctor
1352,2023-01-20,free,organic
1353,2023-02-08,free,ads
1354,2023-02-17,premium,organic
1355,2023-02-22,free,referral
1356,2023-02-06,premium,referral
1357,2023-02-28,premium,ads
1358,2023-01-19,free,referral
1359,2023-01-29,free,referral
1360,2023-01-08,free,doctor
1361,2023-01-30,premium,ads
1362,2023-02-14,free,doctor
1363,2023-01-20,free,doctor
1364,2023-02-14,free,organic
1365,2023-01-26,premium,ads
1366,2023-03-02,free,organic
1367,2023-01-18,premium,organic
1368,2023-02-02,premium,doctor
1369,2023-02-04,free,referral
1370,2023-02-01,free,ads
1371,2023-01-29,premium,referral
1372,2023-01-06,free,doctor
1373,2023-02-08,premium,doctor
1374,2023-01-03,free,doctor
1375,2023-02-26,free,doctor
1376,2023-01-28,premium,doctor
1377,2023-02-17,free,doctor
1378,2023-01-21,free,referral
1379,2023-02-08,free,organic
1380,2023-01-17,free,referral
1381,2023-01-02,free,ads
1382,2023-01-06,free,referral
1383,2023-01-15,premium,doctor
1384,2023-02-13,free,referral
1385,2023-02-23,free,organic
1386,2023-02-25,free,ads
1387,2023-02-06,premium,referral
1388,2023-02-07,free,organic
1389,2023-03-02,premium,referral
1390,2023-01-02,free,ads
1391,2023-02-18,free,referral
1392,2023-02-13,free,doctor
1393,2023-02-22,free,referral
1394,2023-01-18,free,organic
1395,2023-02-06,free,referral
1396,2023-01-03,premium,organic
1397,2023-02-18,free,ads
1398,2023-02-18,free,referral
1399,2023-01-12,free,ads
1400,2023-01-31,premium,ads
1401,2023-02-03,free,referral
1402,2023-02-11,free,organic
1403,2023-01-29,free,ads
1404,2023-02-28,premium,ads
1405,2023-01-18,free,referral
1406,2023-01-12,free,referral
1407,2023-02-07,premium,referral
1408,2023-01-28,premium,referral
1409,2023-02-10,free,referral
1410,2023-02-22,premium,doctor
1411,2023-02-01,free,referral
1412,2023-01-06,free,organic
1413,2023-01-31,free,ads
1414,2023-01-23,free,organic
1415,2023-01-27,free,organic
1416,2023-01-22,premium,doctor
1417,2023-01-21,free,referral
1418,2023-02-12,free,ads
1419,2023-01-07,free,organic
1420,2023-02-24,premium,referral
1421,2023-01-11,free,referral
1422,2023-01-22,free,doctor
1423,2023-01-27,free,doctor
1424,2023-02-14,free,doctor
1425,2023-02-01,premium,ads
1426,2023-01-19,premium,organic
1427,2023-02-12,free,doctor
1428,2023-03-02,premium,doctor
1429,2023-01-26,free,doctor
1430,2023-02-22,premium,organic
1431,2023-02-18,free,organic
1432,2023-02-05,free,doctor
1433,2023-01-03,free,doctor
1434,2023-01-30,free,referral
1435,2023-01-06,free,doctor
1436,2023-01-21,free,ads
1437,2023-01-17,free,ads
1438,2023-01-21,premium,doctor
1439,2023-01-08,free,organic
1440,2023-02-19,free,referral
1441,2023-01-26,premium,organic
1442,2023-02-25,free,doctor
1443,2023-02-02,free,ads
1444,2023-02-22,free,referral
1445,2023-01-01,premium,organic
1446,2023-02-12,free,organic
1447,2023-02-25,free,doctor
1448,2023-02-04,premium,referral
1449,2023-01-30,premium,ads
1450,2023-01-27,free,doctor
1451,2023-01-04,free,referral
1452,2023-01-13,free,organic
1453,2023-02-03,premium,doctor
1454,2023-01-24,free,organic
1455,2023-02-09,free,organic
1456,2023-02-18,premium,doctor
1457,2023-02-01,free,doctor
1458,2023-02-10,free,doctor
1459,2023-01-29,free,doctor
1460,2023-02-18,free,doctor
1461,2023-01-04,free,organic
1462,2023-01-14,free,ads
1463,2023-01-18,free,ads
1464,2023-02-05,free,doctor
1465,2023-01-09,premium,organic
1466,2023-03-01,free,ads
1467,2023-01-19,premium,ads
1468,2023-01-29,free,ads
1469,2023-02-26,premium,organic
1470,2023-02-14,premium,doctor
1471,2023-02-01,free,doctor
1472,2023-01-08,premium,doctor
1473,2023-01-02,premium,referral
1474,2023-02-10,free,referral
1475,2023-02-08,free,referral
1476,2023-02-21,free,organic
1477,2023-01-16,premium,ads
1478,2023-02-15,premium,ads
1479,2023-01-11,premium,organic
1480,2023-01-20,free,organic
1481,2023-02-05,premium,doctor
1482,2023-01-01,free,doctor
1483,2023-02-05,free,referral
1484,2023-01-27,free,referral
1485,2023-01-06,free,organic
1486,2023-01-15,free,referral
1487,2023-02-23,free,ads
1488,2023-02-28,free,organic
1489,2023-01-08,free,organic
1490,2023-01-30,free,ads
1491,2023-03-02,free,doctor
1492,2023-01-08,free,doctor
1493,2023-02-11,free,ads
1494,2023-02-23,free,ads
1495,2023-01-10,free,referral
1496,2023-02-01,free,organic
1497,2023-03-01,free,referral
1498,2023-02-15,free,ads
1499,2023-01-19,free,referral
1500,2023-02-02,premium,ads
1501,2023-02-15,free,referral
1502,2023-01-18,free,referral
1503,2023-01-27,free,doctor
1504,2023-02-23,free,ads
1505,2023-01-31,free,referral
1506,2023-01-31,free,organic
1507,2023-01-16,free,referral
1508,2023-01-30,free,referral
1509,2023-02-05,free,organic
1510,2023-01-10,premium,ads
1511,2023-01-25,premium,doctor
1512,2023-01-13,premium,doctor
1513,2023-02-28,premium,doctor
1514,2023-02-08,free,organic
1515,2023-02-02,free,referral
1516,2023-02-17,free,ads
1517,2023-02-26,free,referral
1518,2023-01-09,premium,doctor
1519,2023-02-25,free,referral
1520,2023-01-05,premium,organic
1521,2023-01-18,free,organic
1522,2023-02-19,premium,ads
1523,2023-02-20,free,ads
1524,2023-02-24,free,doctor
1525,2023-01-27,free,ads
1526,2023-01-22,free,referral
1527,2023-03-01,free,organic
1528,2023-02-20,free,organic
1529,2023-02-02,premium,organic
1530,2023-01-18,free,ads
1531,2023-02-22,free,organic
1532,2023-01-01,free,organic
1533,2023-01-19,premium,organic
1534,2023-02-16,free,doctor
1535,2023-01-20,free,doctor
1536,2023-02-23,free,ads
1537,2023-02-07,free,organic
1538,2023-02-07,free,ads
1539,2023-02-12,free,organic
1540,2023-02-01,free,organic
1541,2023-02-25,premium,organic
1542,2023-01-10,free,ads
1543,2023-01-29,free,ads
1544,2023-02-04,free,organic
1545,2023-01-31,premium,referral
1546,2023-01-23,free,ads
1547,2023-01-22,premium,doctor
1548,2023-02-05,free,ads
1549,2023-02-18,free,organic
1550,2023-02-04,free,referral
1551,2023-01-25,premium,organic
1552,2023-01-30,free,doctor
1553,2023-03-01,premium,ads
1554,2023-01-21,premium,ads
1555,2023-02-25,free,organic
1556,2023-01-13,free,organic
1557,2023-02-14,free,doctor
1558,2023-01-16,free,referral
1559,2023-02-06,premium,doctor
1560,2023-01-25,premium,referral
1561,2023-01-15,free,ads
1562,2023-02-24,free,referral
1563,2023-02-19,premium,referral
1564,2023-01-27,free,ads
1565,2023-01-03,premium,ads
1566,2023-01-21,free,ads
1567,2023-02-17,free,doctor
1568,2023-01-31,free,ads
1569,2023-02-15,free,organic
1570,2023-02-28,free,ads
1571,2023-02-21,free,ads
1572,2023-01-25,free,ads
1573,2023-01-25,premium,referral
1574,2023-02-12,premium,doctor
1575,2023-02-20,free,ads
1576,2023-02-22,free,doctor
1577,2023-02-11,free,organic
1578,2023-01-10,free,organic
1579,2023-02-01,free,ads
1580,2023-01-03,free,organic
1581,2023-01-09,free,doctor
1582,2023-02-02,free,referral
1583,2023-02-07,free,ads
1584,2023-01-22,free,organic
1585,2023-02-25,premium,doctor
1586,2023-01-07,free,doctor
1587,2023-02-25,free,organic
1588,2023-02-24,free,doctor
1589,2023-01-29,free,doctor
1590,2023-01-07,premium,ads
1591,2023-02-03,free,doctor
1592,2023-02-28,premium,organic
1593,2023-01-30,free,ads
1594,2023-01-01,free,organic
1595,2023-02-16,premium,referral
1596,2023-01-10,free,organic
1597,2023-01-27,free,organic
1598,2023-02-25,free,ads
1599,2023-02-11,free,doctor
1600,2023-01-10,premium,organic
1601,2023-01-05,free,ads
1602,2023-01-31,free,referral
1603,2023-02-20,free,ads
1604,2023-01-17,free,ads
1605,2023-01-22,free,doctor
1606,2023-02-09,free,organic
1607,2023-02-14,free,referral
1608,2023-01-26,premium,ads
1609,2023-02-11,free,organic
1610,2023-01-06,free,organic
1611,2023-02-24,premium,ads
1612,2023-01-22,free,organic
1613,2023-02-24,free,ads
1614,2023-02-13,free,ads
1615,2023-02-24,free,ads
1616,2023-02-04,free,referral
1617,2023-01-25,premium,ads
1618,2023-01-21,free,doctor
1619,2023-02-10,free,organic
1620,2023-02-15,premium,referral
1621,2023-02-26,free,organic
1622,2023-02-18,free,referral
1623,2023-02-01,free,doctor
1624,2023-02-25,premium,referral
1625,2023-02-04,free,referral
1626,2023-01-03,free,referral
1627,2023-02-09,free,organic
1628,2023-01-05,free,ads
1629,2023-01-16,free,organic
1630,2023-02-10,free,ads
1631,2023-02-13,premium,organic
1632,2023-02-28,free,doctor
1633,2023-01-19,free,doctor
1634,2023-01-15,premium,referral
1635,2023-02-17,premium,doctor
1636,2023-01-06,free,referral
1637,2023-01-28,free,ads
1638,2023-01-07,free,doctor
1639,2023-02-18,premium,ads
1640,2023-02-10,premium,organic
1641,2023-02-15,free,ads
1642,2023-02-25,premium,organic
1643,2023-01-07,free,ads
1644,2023-01-29,free,ads
1645,2023-01-11,free,doctor
1646,2023-02-14,premium,ads
1647,2023-01-20,free,doctor
1648,2023-02-27,premium,doctor
1649,2023-01-02,premium,referral
1650,2023-01-03,premium,referral
1651,2023-01-21,free,organic
1652,2023-02-20,free,ads
1653,2023-01-04,free,organic
1654,2023-01-19,free,ads
1655,2023-01-23,free,referral
1656,2023-01-24,premium,referral
1657,2023-01-28,free,ads
1658,2023-01-10,free,ads
1659,2023-01-16,free,referral
1660,2023-02-03,free,referral
1661,2023-01-27,free,organic
1662,2023-02-06,free,referral
1663,2023-02-13,premium,ads
1664,2023-02-20,free,organic
1665,2023-01-12,premium,ads
1666,2023-01-11,premium,doctor
1667,2023-01-12,free,organic
1668,2023-01-06,premium,ads
1669,2023-02-09,free,referral
1670,2023-02-25,premium,doctor
1671,2023-01-25,free,ads
1672,2023-02-09,premium,organic
1673,2023-02-13,premium,ads
1674,2023-01-16,premium,doctor
1675,2023-02-01,premium,organic
1676,2023-02-28,free,doctor
1677,2023-02-07,free,ads
1678,2023-01-10,free,referral
1679,2023-01-15,free,referral
1680,2023-01-30,free,ads
1681,2023-02-10,free,ads
1682,2023-01-17,premium,ads
1683,2023-01-30,free,organic
1684,2023-01-17,premium,doctor
1685,2023-02-12,free,doctor
1686,2023-01-01,premium,doctor
1687,2023-02-27,premium,ads
1688,2023-02-21,free,doctor
1689,2023-01-30,free,ads
1690,2023-02-27,premium,organic
1691,2023-01-19,free,referral
1692,2023-02-13,free,ads
1693,2023-02-04,free,ads
1694,2023-01-11,free,referral
1695,2023-01-05,free,referral
1696,2023-01-29,free,organic
1697,2023-03-02,free,doctor
1698,2023-01-23,free,ads
1699,2023-02-07,premium,doctor
1700,2023-01-20,free,ads
1701,2023-02-10,premium,organic
1702,2023-01-28,free,referral
1703,2023-02-14,free,organic
1704,2023-01-17,free,referral
1705,2023-01-30,free,doctor
1706,2023-02-24,free,doctor
1707,2023-01-20,free,organic
1708,2023-01-13,free,referral
1709,2023-01-25,free,organic
1710,2023-02-24,free,referral
1711,2023-01-31,free,referral
1712,2023-01-07,free,doctor
1713,2023-01-16,premium,doctor
1714,2023-01-25,free,referral
1715,2023-02-06,free,referral
1716,2023-01-23,premium,referral
1717,2023-02-06,free,doctor
1718,2023-01-19,free,doctor
1719,2023-02-14,premium,ads
1720,2023-01-19,free,referral
1721,2023-01-02,free,ads
1722,2023-02-23,free,referral
1723,2023-02-12,free,doctor
1724,2023-01-26,free,ads
1725,2023-01-18,free,ads
1726,2023-01-01,free,organic
1727,2023-02-06,free,referral
1728,2023-02-25,premium,doctor
1729,2023-02-13,premium,organic
1730,2023-02-19,free,organic
1731,2023-02-17,free,referral
1732,2023-01-04,free,organic
1733,2023-02-28,free,referral
1734,2023-02-08,free,organic
1735,2023-02-17,free,referral
1736,2023-02-01,premium,doctor
1737,2023-02-23,free,referral
1738,2023-02-27,free,referral
1739,2023-02-27,free,ads
1740,2023-01-19,free,doctor
1741,2023-02-19,premium,doctor
1742,2023-02-21,premium,doctor
1743,2023-01-15,premium,organic
1744,2023-02-08,free,ads
1745,2023-02-21,free,doctor
1746,2023-01-23,free,organic
1747,2023-01-15,free,organic
1748,2023-02-10,free,organic
1749,2023-01-13,premium,ads
1750,2023-02-09,free,organic
1751,2023-01-17,free,ads
1752,2023-02-13,free,referral
1753,2023-02-18,free,organic
1754,2023-02-16,free,doctor
1755,2023-02-19,premium,organic
1756,2023-02-12,premium,referral
1757,2023-02-13,premium,referral
1758,2023-02-23,free,organic
1759,2023-01-09,free,referral
1760,2023-02-10,free,ads
1761,2023-01-07,free,ads
1762,2023-02-27,premium,organic
1763,2023-02-10,free,ads
1764,2023-02-11,free,ads
1765,2023-01-03,free,doctor
1766,2023-01-20,free,organic
1767,2023-02-20,premium,referral
1768,2023-01-29,free,organic
1769,2023-01-03,free,ads
1770,2023-02-07,free,doctor
1771,2023-01-24,free,organic
1772,2023-02-16,premium,organic
1773,2023-01-09,premium,ads
1774,2023-01-06,premium,ads
1775,2023-02-28,premium,organic
1776,2023-01-19,free,ads
1777,2023-01-21,free,ads
1778,2023-02-17,free,ads
1779,2023-01-27,free,ads
1780,2023-01-12,premium,ads
1781,2023-01-13,free,doctor
1782,2023-01-09,premium,ads
1783,2023-02-20,free,referral
1784,2023-02-04,free,organic
1785,2023-02-26,free,doctor
1786,2023-01-24,premium,doctor
1787,2023-02-03,free,ads
1788,2023-02-02,free,organic
1789,2023-02-28,free,referral
1790,2023-01-18,free,ads
1791,2023-02-23,free,organic
1792,2023-01-11,premium,ads
1793,2023-01-17,free,ads
1794,2023-02-28,free,ads
1795,2023-02-22,free,ads
1796,2023-03-02,free,ads
1797,2023-01-31,premium,ads
1798,2023-02-21,free,ads
1799,2023-01-19,free,referral
1800,2023-02-17,free,doctor
1801,2023-02-25,premium,referral
1802,2023-01-22,premium,ads
1803,2023-02-21,free,ads
1804,2023-01-08,free,referral
1805,2023-01-30,free,referral
1806,2023-01-05,premium,doctor
1807,2023-01-10,free,referral
1808,2023-02-18,free,doctor
1809,2023-01-15,free,ads
1810,2023-02-25,free,organic
1811,2023-02-13,free,organic
1812,2023-02-16,premium,organic
1813,2023-02-13,free,organic
1814,2023-01-26,free,ads
1815,2023-02-24,free,organic
1816,2023-02-21,premium,referral
1817,2023-02-05,free,referral
1818,2023-01-24,premium,organic
1819,2023-01-06,free,referral
1820,2023-02-20,free,doctor
1821,2023-01-26,free,ads
1822,2023-01-01,free,organic
1823,2023-01-17,free,organic
1824,2023-02-04,premium,ads
1825,2023-01-08,free,referral
1826,2023-01-30,free,ads
1827,2023-01-24,free,ads
1828,2023-02-13,premium,referral
1829,2023-02-17,premium,ads
1830,2023-02-13,free,referral
1831,2023-01-17,premium,referral
1832,2023-02-07,free,ads
1833,2023-01-25,free,doctor
1834,2023-02-22,premium,referral
1835,2023-02-10,premium,ads
1836,2023-03-02,free,referral
1837,2023-01-24,free,doctor
1838,2023-01-07,free,doctor
1839,2023-02-13,premium,organic
1840,2023-01-15,free,referral
1841,2023-01-31,free,referral
1842,2023-01-02,free,ads
1843,2023-02-09,free,referral
1844,2023-02-26,free,organic
1845,2023-03-02,premium,doctor
1846,2023-02-05,free,doctor
1847,2023-01-21,free,organic
1848,2023-02-28,free,referral
1849,2023-02-09,premium,referral
1850,2023-01-15,free,organic
1851,2023-02-11,free,ads
1852,2023-01-05,premium,doctor
1853,2023-02-10,premium,organic
1854,2023-02-22,premium,organic
1855,2023-01-30,premium,referral
1856,2023-02-28,free,doctor
1857,2023-02-14,premium,referral
1858,2023-01-20,free,organic
1859,2023-02-11,premium,ads
1860,2023-01-27,premium,doctor
1861,2023-01-08,premium,organic
1862,2023-01-09,free,organic
1863,2023-01-03,free,ads
